Label,Text
__label__1,"rate 0 stars ... : books contain review . does:""stone said , ' like bad movie , harry . '""'you bleeding . . . .'""this book reads like 7th grade reading - level condensation outline screenplay : paragraphs lines long ; words greater syllables . complex thoughts , character development , suspense , little description . pure formulaic twaddle ."
__label__2,"putting marriage . : wendie keith teague blackwell met set oldtelevision series , lost romance ranch , fell love .... couple drive route 66 , learn trust god.this type romance appeal , readers normally read "" inspirational "" fiction . god religion teague wendie lives , heavy handed preaching . blackwells normal people common problems , saints . annie jones book read , wo ."
__label__2,know : know want book hahaha read ? thank ? know
__label__1,"terrible plot , interesting effects . : big fan transformers going 1980s cartoons . movie , like recent ones , major disservice franchise . looks good ."
__label__2,"simply best ! : adored dean konntz high school , remember reading phantoms time sleeping night week ! simply best author found , grabs page let wants to.i wary title , found thinking frankenstein reading , engrossed characters ! wait book glad wrote instead following making movie mentions begining book ."
__label__1,"great indian wars 1840 - 1890 : doubt worst video watched.the videos picture tracted jumping lines wiggling screen painful watch.the movie focus.they old black white movies "" indians meet cavalry "" illustrate action pencil drawings indian chiefs spoke . man speaking monotone voice.after minutes boring watch.the movie poorly hard watch pictures little contrast , hard listen to.it bad could'nt retain infomation , mind kept wandering . enjoy bored , having ears eyes assulted low grade quality picture movie . reviewed paul phillips"
__label__2,"fantastic advanced course ! : parts book difficult understand beginning intermediate user . informative , advanced reference ; needed experienced website creator . color examples html language produces , making difficult piece experienced ."
__label__2,"great unlikely standards ... : gelfand acolytes solid original jazz music usually associated children . arrangements simply delightful , favorite "" passe - partout "" theme knew heart 4 - year - old ' 78 . gelfand arranges themes , interpretations solos piano shows great new life jazz !"
__label__1,"nice player ..... : nice player microsd card fails recognized anymore . problem card ( tried ) , player . disappointing machine fails recognize card slot . expansion card slot meaningless . appalling 90 - day warranty , sansa little faith products . looked disposable . , cheap , . rest machine operates fine pretty reasonably intuitive . .... , expansion card issue massive , strange failure . recommend ( sandisk product . happen ."
__label__2,"hours fun 4 6 year olds : purchased game year ago girls love play . lot activities , love decorate floats watch parade ."
__label__1,"inappropriate young children : episodes , word "" shut "" . son years old instantly picked , repeated , told bad word , james duck ( trains ) said . stay away , especially young , impressionable youngsters . gave star , wooden dragon train came ."
__label__1,weak : enjoyed 1st transformers movie . found 2nd unwatchable . better second saying .
__label__2,"player deserves air time : fell love brasilian jazz trip rio . times amazed , visiting little clubs , listening lot great players . remember found guy , , understanding music ' heart ' , leo understands , plays way . view , sensitive sax players heard - check # 3 black pearls , mean ..... think great project leo hook bob james fourplay , let leo play , mean feature , write produce songs bring talent , lots freedom . rated 4 stars , simply couple songs skip pver , , great listening . bassplayer , spent hours playing ."
__label__1,"taste music : voice "" breathy "" suit taste . bad ; kind music like ."
__label__2,great boot : hi - tec boots excellent good quality.i use rural carrier . great work boot.i recomend . peter .
__label__2,"book scare hell : vincent bugliosi kidding writes page "" story read scare hell "" . bugliosi finds way sick distorted mind charles manson , prosecutor manson trial . remembers small details long ago , moving topic . "" helter skelter "" great albeit terrifying book ."
__label__2,"expensive - worth cost : years , contemplative mood , favorite "" "" albums . rich , harmonic melodies help relax having suffer banalities "" muzak . """
__label__2,scary stories remember years : horrifying haunting short stories illustrated mentally disturbing sketches . pull book slumber parties freak . remember short stories day .
__label__1,story boring : story boring . finished nights watching : half hour .
__label__1,"boring : gorecki , usual , striving profound angst , quartet comes boring . second fifth movements terrible . movement develops tense themes gorecki explored , drops midway revert usual droning . fourth movements ones character , developing decent bittersweet sadness ."
__label__1,"book basic : book disapointing , misleading . like example wing chun high kicks book . said"
__label__2,knowledge healing : good video information use clients.a helpful overview possible
__label__2,"great color , small size : photos antique prints sale controlled condition ( photo lights , etc ) , making correct color utmost importance . card small set white balance camera , works wonderfully adobe lightroom set custom white balance . new photography , found combination working ."
__label__2,"good book quick read : historical fiction book story told colonists able war going face british blockade boston harbor . year 1775 , revolutionary war early stages , colonists ammunition overthrow british city . boston harbor blockaded , colonists gain ammunition , colonist henry knox hears fort ticonderoga stocked ammunition devises plan brother bring guns general washington middle winter . recommend book interested historical war book ."
__label__1,"waterproof ! : water proof rusts inside . turning head nice feature , think needed ."
__label__1,"product error . : day bought , work . day , worked gain . continued use 1 month , work completely . people said bad product errors ."
__label__1,"item piece junk ! : thourghly disappointed sansas view . deleted songs time wo nt wo nt connect computer , keeps puts 3 4 times detelted dups.it deletes ."
__label__2,"comfortable kids bed : grandson loved sleeping blow bed , said comfortable . great idea need xtra guest beds , deflates stores easily . takes 3 4 minutes inflate.i recommend product highly ."
